player_name,yearDraft,yearCombine,numberPickOverall,position,height,weight,wingspan,reach_standing,standing_vertical,max_vertical,bench_reps,timeLaneAgility,timeThreeQuarterCourtSprint,lengthHand,widthHand,body_fat_pct,drafted
Lee Scruggs,,2001,,PF-SF,2.09,94.8,2.28,280.67,59.69,74.93,0.0,13.28,3.55,,,10.5,False
Bryant Matthews,,2004,,SF-SG,1.97,93.44,2.15,267.97,73.66,87.63,13.0,11.08,3.13,,,6.7,False
Antonis Fotsis,2001.0,2000,47.0,SF,2.06,99.34,2.04,269.24,68.58,76.2,2.0,11.6,3.44,,,,True
Hassan Whiteside,2010.0,2010,33.0,C-PF,2.1,102.78,2.31,287.02,68.58,80.01,12.0,11.83,3.54,20.96,26.04,5.5,True
Shane Battier,2001.0,2001,6.0,SF-PF,2.04,103.87,2.1,266.7,74.93,83.82,12.0,10.95,3.3,,,9.3,True
Kirk Penney,,2003,,SG-SF,1.96,98.88,1.96,246.38,81.28,90.17,15.0,10.44,3.04,,,8.0,False
Tommy Smith,2003.0,2003,53.0,PF-SF,2.06,90.72,2.2,273.05,76.2,83.82,2.0,11.54,3.14,,,6.7,True
Bracey Wright,2005.0,2005,47.0,SG-PG,1.86,84.73,2.08,255.27,76.2,91.44,8.0,11.58,3.27,,,,True
Nate Wolters,2013.0,2013,38.0,PG,1.92,89.09,1.92,248.92,,,8.0,,,20.96,22.22,5.5,True
Andrew Nicholson,2012.0,2012,19.0,PF,2.04,106.14,2.24,271.78,72.39,77.47,10.0,11.89,3.67,25.4,27.3,7.6,True
Jordan Bell,2017.0,2017,38.0,PF,2.01,101.42,2.13,265.43,80.01,96.52,16.0,10.63,3.21,23.5,24.13,5.4,True
Patty Mills,2009.0,2009,55.0,PG,1.81,79.56,1.88,241.3,69.85,83.82,8.0,10.87,3.1,,,6.9,True
Trevor Mbakwe,,2013,,PF,2.0,106.96,2.24,270.51,76.2,92.71,21.0,12.01,3.32,24.13,29.21,5.9,False
SirValiant Brown,,2001,,PG,1.8,79.83,1.93,234.95,78.74,100.33,10.0,11.23,3.0,,,6.7,False
Joe Ingles,,2009,,SF,2.03,94.89,2.09,266.7,66.04,78.74,3.0,10.66,3.3,,,10.1,False
Dominic McGuire,2007.0,2007,47.0,SF,2.01,99.79,2.1,264.16,72.39,87.63,12.0,10.95,3.25,,,4.7,True
O.J. Mayo,2008.0,2008,3.0,SG-PG,1.91,90.72,1.98,252.73,77.47,104.14,7.0,11.04,3.14,,,6.3,True
Jason Richardson,2001.0,2001,5.0,SF-SG,1.95,96.62,2.12,260.35,82.55,100.33,15.0,11.75,3.12,,,5.3,True
Ty Jerome,2019.0,2019,24.0,PG,1.94,88.18,1.93,248.92,66.04,80.01,2.0,11.21,3.4,20.96,24.13,6.5,True
Justin Jackson,,2016,,SF,2.01,87.72,2.1,262.89,74.93,87.63,,11.32,3.26,22.22,22.22,7.6,False
Tyrell Terry,2020.0,2020,31.0,PG,1.87,77.11,1.87,243.84,76.2,86.36,,10.78,3.28,19.05,20.96,7.6,True
DeMarcus Nelson,,2008,,PG-SG,1.85,89.81,2.08,250.19,87.63,97.79,19.0,10.54,3.13,,,4.5,False
Eric Hicks,,2006,,PF,1.95,107.95,2.17,267.97,76.2,86.36,20.0,12.06,3.34,,,7.1,False
Toney Douglas,2009.0,2009,29.0,PG,1.85,83.19,1.98,247.65,71.12,82.55,15.0,10.63,3.03,,,5.2,True
Quentin Grimes,,2019,,SG,1.93,95.07,2.03,255.27,69.85,91.44,6.0,10.83,3.2,20.96,25.4,8.4,False
Neemias Queta,,2019,,C,2.1,102.42,2.24,283.21,60.96,82.55,1.0,12.04,3.73,24.13,27.94,6.3,False
Kostas Antetokounmpo,2018.0,2018,60.0,PF,2.06,88.36,2.19,279.4,74.93,88.9,0.0,12.48,3.21,23.5,24.13,5.0,True
Denham Brown,2006.0,2006,40.0,SG-SF,1.93,98.88,2.07,260.35,71.12,87.63,12.0,11.42,3.25,,,9.0,True
Immanuel Quickley,2020.0,2020,25.0,SG,1.88,84.28,2.04,251.46,74.93,90.17,,11.21,3.17,20.32,22.22,8.2,True
Nigel Williams-Goss,2017.0,2017,55.0,PG,1.87,86.27,2.01,251.46,69.85,87.63,10.0,10.42,3.19,22.22,23.5,5.6,True
Aleksandar Capin,,2004,,PG,1.83,79.83,1.87,238.76,58.42,73.66,4.0,11.5,3.27,,,9.3,False
Patric Young,,2014,,PF,2.04,111.95,2.18,262.89,81.28,95.25,,11.18,3.43,23.5,24.13,5.45,False
Joseph Forte,2001.0,2001,21.0,SG,1.92,87.54,1.99,255.27,67.31,83.82,10.0,11.51,3.19,,,,True
Doug McDermott,2014.0,2014,11.0,SF,1.99,98.88,2.06,261.62,72.39,92.71,,11.1,3.29,22.22,24.76,7.1,True
Kelly Olynyk,2013.0,2013,13.0,PF-C,2.1,106.14,2.08,274.32,62.23,74.93,5.0,11.42,3.59,21.59,25.4,6.65,True
David Lighty,,2011,,SG,1.95,98.07,2.03,256.54,72.39,83.82,15.0,10.81,3.25,22.86,25.4,6.5,False
Al Thornton,2007.0,2007,14.0,SF,1.97,100.24,2.16,264.16,88.9,104.14,9.0,11.96,3.16,,,5.8,True
Mustafa Shakur,,2007,,PG,1.9,83.91,1.97,251.46,72.39,88.9,11.0,11.82,3.27,,,4.1,False
Thomas Bryant,2017.0,2017,42.0,PF-C,2.07,112.4,2.29,285.75,64.77,83.82,7.0,11.42,3.37,24.13,26.04,9.4,True
Sviatoslav Mykhailiuk,2018.0,2018,47.0,SG-SF,1.99,95.98,1.95,254.0,77.47,93.98,4.0,11.25,3.15,20.96,24.13,8.45,True
Deron Washington,2008.0,2008,59.0,SF,1.96,90.04,2.06,260.35,86.36,101.6,7.0,11.03,3.09,,,7.2,True
DeMar DeRozan,2009.0,2009,9.0,SG-SF,1.97,95.8,2.06,260.35,73.66,97.79,5.0,11.88,3.31,,,4.9,True
Jeff Ayres,2009.0,2009,31.0,PF,2.05,108.68,2.16,271.78,78.74,88.9,15.0,11.98,3.14,,,5.5,True
Derrick White,2017.0,2017,29.0,PG,1.91,86.09,2.02,257.81,78.74,92.71,10.0,10.84,3.08,20.96,21.59,6.2,True
Brian Cook,2003.0,2003,24.0,PF-SF,2.07,106.14,2.18,276.86,63.5,73.66,6.0,11.87,3.45,,,10.5,True
Colton Iverson,2013.0,2013,53.0,C,2.1,119.2,2.18,279.4,67.31,76.2,12.0,11.52,3.52,23.5,24.13,9.6,True
Jordan Hill,2009.0,2009,8.0,PF-C,2.06,105.41,2.17,274.32,78.74,88.9,11.0,12.23,3.3,,,6.0,True
Caleb Green,,2007,,PF,1.98,107.95,2.13,261.62,72.39,91.44,9.0,11.72,3.46,,,10.9,False
Earl Watson,2001.0,2001,39.0,PG,1.83,83.46,2.0,246.38,82.55,95.25,4.0,10.97,3.19,,,4.0,True
Kenrich Williams,,2018,,SF,1.98,90.9,2.01,262.89,71.12,83.82,14.0,10.86,3.19,21.59,24.76,5.95,False
Darius Morris,2011.0,2011,41.0,PG-SG,1.91,86.18,2.02,259.08,62.23,81.28,12.0,11.0,3.2,22.22,25.4,5.3,True
Bruce Brown,2018.0,2018,42.0,SG-PG,1.92,88.27,2.06,250.19,82.55,96.52,17.0,11.11,3.2,21.59,21.59,3.75,True
Terrence Jones,2012.0,2012,18.0,PF-SF,2.04,114.31,2.19,271.78,74.93,87.63,12.0,11.57,3.4,22.86,25.4,7.7,True
Malachi Richardson,2016.0,2016,22.0,SG-SF,1.95,90.54,2.13,257.81,83.82,96.52,,10.56,3.33,22.22,25.4,7.0,True
Jordan Mickey,2015.0,2015,33.0,PF,2.01,107.95,2.22,269.24,83.82,95.25,9.0,11.72,3.28,22.22,24.13,7.2,True
Jermaine Taylor,2009.0,2009,32.0,SG,1.92,94.07,2.05,256.54,86.36,95.25,16.0,11.54,3.32,,,5.8,True
Skylar Mays,2020.0,2020,50.0,SG,1.9,92.53,1.98,251.46,73.66,95.25,,10.65,3.3,20.32,24.76,7.4,True
Brice Johnson,2016.0,2016,25.0,PF,2.06,94.62,2.15,270.51,85.09,96.52,,11.88,3.2,22.86,20.96,7.5,True
Blake Schilb,,2007,,SG,1.96,97.07,2.06,260.35,67.31,85.09,11.0,11.63,3.36,,,10.0,False
Kevin Murphy,2012.0,2012,47.0,SG,1.96,88.0,2.0,251.46,78.74,92.71,11.0,10.97,3.42,21.59,21.59,5.8,True
Ignas Brazdeikis,2019.0,2019,47.0,SF,1.97,100.15,2.06,259.08,78.74,92.71,13.0,11.06,3.36,22.22,24.13,6.0,True
Terrico White,2010.0,2010,36.0,SG-PG,1.92,91.9,2.06,256.54,78.74,101.6,10.0,11.38,3.15,22.86,26.67,3.7,True
Billy Preston,,2018,,PF,2.05,100.88,2.18,274.32,63.5,83.82,0.0,11.26,3.2,23.5,24.13,5.45,False
Rasual Butler,2002.0,2002,52.0,SF,2.0,89.81,2.13,267.97,80.01,95.25,10.0,11.54,3.29,,,,True
Tyler Bey,2020.0,2020,36.0,PF,1.98,96.52,2.17,267.97,93.98,110.49,,11.35,3.17,21.59,22.86,5.0,True
T.J. Warren,2014.0,2014,14.0,SF,2.01,99.88,2.09,264.16,68.58,90.17,,11.1,3.26,22.22,22.86,7.95,True
Alex Acker,2005.0,2005,60.0,SG,1.92,83.01,2.13,260.35,71.12,81.28,11.0,11.67,3.35,,,,True
Aaron Holiday,2018.0,2018,23.0,PG,1.82,84.82,2.02,246.38,64.77,83.82,,10.96,3.27,22.22,21.59,6.4,True
Michael Redd,2000.0,2000,43.0,SG-SF,1.95,97.07,2.06,259.08,68.58,78.74,12.0,12.06,3.34,,,,True
Terrence Ross,2012.0,2012,8.0,SG-SF,1.98,89.18,2.01,255.27,78.74,95.25,2.0,11.78,3.28,22.22,26.04,3.2,True
Hollis Price,,2003,,PG-SG,1.82,74.84,1.94,240.03,69.85,83.82,1.0,10.72,3.25,,,7.3,False
Charles Garcia,,2010,,SF,2.04,105.05,2.18,273.05,62.23,77.47,2.0,11.65,3.23,22.22,22.86,7.0,False
Jamison Brewer,2001.0,2001,40.0,PG,1.89,80.74,2.05,260.35,66.04,82.55,12.0,9.65,3.15,,,6.7,True
Zabian Dowdell,,2007,,PG,1.85,86.64,2.08,254.0,76.2,85.09,3.0,11.13,3.29,,,5.1,False
Jerryd Bayless,2008.0,2008,11.0,PG-SG,1.87,92.53,1.92,246.38,78.74,96.52,10.0,11.26,3.07,,,4.7,True
Nate James,,2001,,SF,1.95,88.9,2.1,261.62,66.04,78.74,23.0,11.42,3.31,,,6.0,False
Nick Richards,2020.0,2020,42.0,C,2.1,109.59,2.19,279.4,76.2,86.36,,11.42,3.25,22.86,22.86,8.5,True
Shaun Livingston,2004.0,2004,4.0,PG-SG,1.99,84.37,2.11,267.97,67.31,76.2,,10.72,3.23,,,6.7,True
Kyle Visser,,2007,,C,2.08,109.77,2.11,274.32,66.04,73.66,18.0,12.6,3.39,,,10.2,False
Cartier Martin,,2007,,SF,1.93,98.88,2.08,262.89,68.58,74.93,11.0,12.1,3.43,,,5.6,False
Jared Jordan,2007.0,2007,45.0,PG,1.83,83.01,1.83,238.76,62.23,72.39,6.0,11.02,3.39,,,7.0,True
Julian Wright,2007.0,2007,13.0,SF-PF,1.99,95.71,2.19,274.32,72.39,85.09,2.0,11.48,3.36,,,6.1,True
Tony Carr,2018.0,2018,51.0,PG,1.9,90.17,2.04,254.0,63.5,80.01,0.0,11.89,3.17,21.59,24.76,6.5,True
Isaiah Roby,2019.0,2019,45.0,PF,2.01,97.07,2.16,269.24,82.55,90.17,9.0,10.63,3.25,22.86,26.67,3.9,True
William Buford,,2012,,SG-SF,1.93,97.34,2.07,259.08,69.85,82.55,8.0,11.4,3.43,22.22,25.4,11.3,False
Matt Barnes,2002.0,2002,45.0,SF,2.0,102.51,2.06,245.11,90.17,102.87,11.0,10.68,3.28,,,,True
Markus Howard,,2020,,PG,1.77,77.47,1.84,232.41,77.47,90.17,,11.21,3.11,21.59,19.68,9.91,False
Rodney Carney,2006.0,2006,16.0,SG-SF,1.94,92.53,2.08,262.89,81.28,97.79,10.0,10.57,3.06,,,5.3,True
Darnell Jackson,2008.0,2008,52.0,PF,2.01,109.09,2.11,270.51,68.58,78.74,11.0,11.75,3.26,,,12.5,True
Troy Bell,2003.0,2003,16.0,PG,1.84,80.74,1.96,247.65,87.63,104.14,17.0,10.89,3.06,,,5.3,True
Derrick Caracter,2010.0,2010,58.0,PF,2.04,127.01,2.14,273.05,63.5,77.47,22.0,12.78,3.61,22.86,26.04,12.8,True
Dwight Powell,2014.0,2014,45.0,PF,2.07,106.32,2.15,266.7,72.39,88.9,,11.28,3.2,22.86,23.5,6.2,True
Frank Elegar,,2008,,PF,2.01,95.25,2.22,269.24,85.09,95.25,11.0,11.86,3.17,,,4.5,False
Alec Brown,2014.0,2014,50.0,PF,2.14,104.87,2.17,276.86,68.58,76.2,,12.05,3.48,23.5,22.22,7.7,True
Paul Reed Jr.,2020.0,2020,58.0,PF,2.04,99.43,2.18,278.13,67.31,95.25,,12.29,3.45,22.86,22.22,6.83,True
Trey Johnson,,2007,,SG,1.9,97.98,1.96,248.92,67.31,88.9,18.0,11.78,3.31,,,5.4,False
Joshua Hall,,2020,,SF,1.98,89.18,2.11,265.43,80.01,95.25,,12.16,3.38,22.22,24.13,7.6,False
Justin Hamilton,,2003,,PG-SG,1.9,98.43,2.11,261.62,76.2,95.25,17.0,11.18,3.18,,,8.0,False
Jared Reiner,,2004,,C-PF,2.08,111.58,2.15,276.86,55.88,66.04,15.0,12.65,3.56,,,12.9,False
Ricky Minard,2004.0,2004,48.0,PG-SG,1.91,89.81,2.01,257.81,69.85,83.82,13.0,10.94,3.1,,,8.0,True
Ike Anigbogu,2017.0,2017,47.0,C,2.04,114.4,2.29,280.67,74.93,82.55,11.0,12.52,3.44,24.13,25.4,5.4,True
Khris Middleton,2012.0,2012,39.0,SF,2.0,98.07,2.1,261.62,71.12,78.74,4.0,11.45,3.47,22.86,22.86,7.8,True
Jeremy Hunt,,2007,,SG,1.88,89.81,2.04,257.81,77.47,83.82,10.0,12.11,3.29,,,5.2,False
Sasha Kaun,,2008,,C-PF,2.06,112.04,2.24,279.4,73.66,81.28,13.0,12.06,3.2,,,9.6,False
Kevin Love,2008.0,2008,5.0,PF,2.03,115.67,2.11,269.24,74.93,88.9,18.0,11.17,3.22,,,12.9,True
Peter Jok,,2017,,SG-SF,1.94,91.81,2.03,259.08,67.31,78.74,,11.34,3.41,20.96,24.13,11.0,False
Brad Buckman,,2006,,PF,2.01,107.95,2.13,273.05,64.77,77.47,10.0,12.26,3.54,,,10.5,False
Dominique Jones,2010.0,2010,25.0,SG,1.91,97.98,2.06,256.54,66.04,82.55,19.0,10.88,3.31,22.86,26.04,5.9,True
Daequan Cook,2007.0,2007,21.0,SG,1.9,92.08,2.04,257.81,76.2,87.63,4.0,11.12,3.22,,,7.0,True
Carl English,,2003,,SG-PG,1.93,91.17,1.96,250.19,71.12,86.36,11.0,11.77,3.32,,,8.0,False
Jaime Lloreda,,2004,,PF,2.0,112.04,2.07,271.78,64.77,74.93,6.0,12.93,3.23,,,9.9,False
Josh Duncan,,2008,,PF,2.03,104.33,2.12,265.43,71.12,81.28,26.0,12.47,3.26,,,5.4,False
Terance Mann,2019.0,2019,48.0,SG-SF,1.95,92.8,2.03,256.54,82.55,97.79,6.0,11.51,3.3,24.13,23.5,4.0,True
Omri Casspi,2009.0,2009,23.0,SF,2.03,95.8,2.06,270.51,64.77,82.55,2.0,11.15,3.28,,,8.6,True
Stanley Burrell,,2008,,PG,1.87,91.17,1.99,247.65,74.93,87.63,21.0,11.19,3.19,,,5.6,False
Devon Hall,2018.0,2018,53.0,SG,1.94,93.62,2.03,259.08,63.5,78.74,6.0,10.95,3.27,21.59,25.4,8.45,True
Trey Burke,2013.0,2013,9.0,PG,1.82,84.82,1.97,247.65,74.93,92.71,3.0,11.2,3.16,20.96,22.22,6.9,True
Josh McRoberts,2007.0,2007,37.0,PF,2.03,108.86,2.16,270.51,69.85,80.01,12.0,11.7,3.47,,,13.7,True
Major Wingate,,2007,,C,2.04,109.77,2.24,276.86,69.85,77.47,15.0,12.14,3.47,,,6.7,False
Damone Thornton,,2001,,PF,2.0,106.59,2.18,263.4,85.09,95.25,19.0,11.17,3.2,,,8.0,False
Jamel Artis,,2017,,SG-SF,1.97,96.71,2.08,266.7,59.69,78.74,5.0,11.62,3.44,23.5,24.76,11.9,False
Brian Boddicker,,2004,,SF-PF,2.02,104.33,2.08,267.97,71.12,76.2,16.0,10.93,3.25,,,11.2,False
Jacob Evans,2018.0,2018,28.0,SG-SF,1.94,90.54,2.06,260.35,71.12,90.17,8.0,11.11,3.2,22.86,23.5,6.5,True
Calvin Bowman,,2001,,PF,2.05,97.07,2.12,264.16,72.39,87.63,7.0,11.96,3.21,,,8.6,False
Josh Green,2020.0,2020,18.0,SG-SF,1.94,97.07,2.08,257.81,77.47,100.33,,10.64,3.12,20.32,22.22,6.8,True
Chris Walker,,2015,,PF,2.05,94.35,2.2,274.32,77.47,93.98,6.0,11.25,3.35,22.86,22.86,5.1,False
Martin Iti,,2004,,C-PF,2.04,105.69,2.26,283.21,67.31,82.55,13.0,12.28,3.41,,,10.5,False
Jarell Martin,2015.0,2015,25.0,PF,2.03,108.23,2.06,270.51,72.39,88.9,19.0,11.2,3.27,20.96,24.13,10.1,True
David Padgett,,2008,,C-PF,2.09,108.64,2.16,278.13,60.96,71.12,17.0,12.45,3.45,,,9.0,False
Paul George,2010.0,2010,10.0,SF,2.03,97.25,2.11,271.78,,,4.0,,,21.59,22.86,5.0,True
Jake Layman,2016.0,2016,47.0,SF,2.03,94.62,2.06,259.08,83.82,100.33,,11.35,3.24,20.96,23.5,7.1,True
Viktor Keyru,,2006,,SG-PG,1.96,91.63,2.06,264.16,73.66,87.63,11.0,11.4,3.24,,,5.5,False
Hilton Armstrong,2006.0,2006,12.0,C-PF,2.07,108.86,2.24,276.86,72.39,80.01,13.0,12.28,3.53,,,6.3,True
Austin Daye,2009.0,2009,15.0,SF-PF,2.08,87.0,2.2,279.4,63.5,71.12,0.0,12.11,3.55,,,5.5,True
Steven Adams,2013.0,2013,12.0,C,2.1,115.44,2.25,278.13,72.39,83.82,16.0,11.85,3.4,24.13,27.94,6.65,True
Rashaun Freeman,,2007,,PF,1.98,110.68,2.12,264.16,71.12,81.28,20.0,11.43,3.41,,,11.5,False
Jason Collins,2001.0,2001,18.0,PF-C,2.09,113.85,2.25,279.4,64.77,72.39,8.0,12.1,3.54,,,12.9,True
J'Covan Brown,,2012,,PG,1.85,91.81,1.96,243.84,66.04,74.93,3.0,11.68,3.47,19.68,20.96,12.5,False
Ruben Douglas,,2003,,SG,1.92,87.54,2.01,255.27,72.39,88.9,9.0,11.95,3.27,,,6.0,False
Keith Gallon,,2010,,PF-C,2.04,136.89,2.25,278.13,59.69,72.39,14.0,13.44,3.7,23.5,26.67,15.1,False
Derrick Walton Jr.,,2017,,PG,1.8,85.55,1.89,241.3,66.04,82.55,9.0,11.28,3.29,20.32,21.59,5.8,False
John Henson,2012.0,2012,14.0,PF,2.06,97.98,2.26,284.48,64.77,76.2,5.0,,,23.5,25.4,8.6,True
Nicolas Claxton,2019.0,2019,31.0,C,2.08,98.25,2.2,279.4,80.01,92.71,8.0,11.26,3.36,23.5,24.13,4.5,True
Rondae Hollis-Jefferson,2015.0,2015,23.0,SF,1.97,95.62,2.18,264.16,81.28,96.52,13.0,10.41,3.12,22.22,24.76,5.0,True
Grant Riller,2020.0,2020,56.0,PG-SG,1.84,80.92,1.96,245.11,82.55,100.33,,11.17,3.07,20.32,21.59,5.4,True
Tom Timmerrmans,,2004,,PF-C,2.1,123.38,2.11,273.05,58.42,67.31,15.0,13.13,3.63,,,15.2,False
Devyn Marble,2014.0,2014,56.0,SG,1.96,87.27,2.06,259.08,73.66,88.9,,11.32,3.28,20.96,21.59,6.9,True
Brandon Ashley,,2015,,PF,2.01,103.42,2.23,266.7,80.01,90.17,9.0,11.21,3.58,22.86,24.13,8.8,False
JR Reynolds,,2007,,PG,1.83,85.28,1.91,241.3,69.85,87.63,15.0,11.69,3.24,,,8.2,False
Robbie Hummel,2012.0,2012,58.0,SF,2.01,98.88,2.04,259.08,69.85,76.2,13.0,11.56,3.41,21.59,24.13,9.4,True
Wayne Ellington,2009.0,2009,28.0,SG,1.94,91.81,1.99,254.0,80.01,96.52,13.0,11.14,3.2,,,5.5,True
Greg Stevenson,,2001,,SF,1.92,97.52,2.15,259.08,76.2,90.17,15.0,11.29,3.23,,,7.3,False
Gary Payton II,,2016,,PG,1.88,83.37,2.03,252.73,80.01,97.79,,11.57,3.23,22.22,24.13,3.95,False
Miye Oni,2019.0,2019,58.0,SG,1.94,93.26,2.1,255.27,77.47,97.79,19.0,11.71,3.17,22.86,25.4,4.9,True
Nick Young,2007.0,2007,16.0,SG-SF,1.96,93.44,2.13,255.27,100.33,102.87,6.0,11.0,3.25,,,6.8,True
Andre Brown,,2004,,PF-C,2.03,107.05,2.11,271.78,81.28,90.17,18.0,11.7,3.22,,,6.0,False
Dwayne Bacon,2017.0,2017,40.0,SG-SF,1.95,100.52,2.08,262.89,76.2,92.71,8.0,11.7,3.22,22.22,25.4,7.9,True
Justin Jackson (UMD),2018.0,2017,43.0,SF,1.97,99.52,2.22,271.78,67.31,80.01,,11.78,3.43,22.86,24.13,7.1,True
JaVale McGee,2008.0,2008,18.0,C-PF,2.11,109.32,2.29,290.83,68.58,82.55,7.0,12.75,3.25,,,5.3,True
Andre Drummond,2012.0,2012,9.0,C,2.08,126.37,2.29,278.13,80.01,85.09,10.0,10.83,3.39,24.13,24.13,7.5,True
Jamario Moon,,2001,,SF,1.99,83.91,2.12,261.62,83.82,109.22,0.0,11.64,3.08,,,5.3,False
Admiral Schofield,2019.0,2019,42.0,SF,1.93,109.13,2.08,260.35,76.2,86.36,15.0,10.77,3.37,22.22,22.86,6.8,True
Avis Wyatt,,2007,,PF,2.05,96.16,2.16,271.78,69.85,81.28,12.0,11.46,3.23,,,3.3,False
Doug Wrenn,,2003,,SF-PF,1.97,99.79,2.32,255.27,87.63,104.14,15.0,11.38,3.17,,,7.3,False
Marko Lekic,,2007,,C,2.06,121.11,2.16,275.59,60.96,77.47,19.0,11.96,3.43,,,11.4,False
Tyus Jones,2015.0,2015,24.0,PG,1.84,83.73,1.96,246.38,67.31,82.55,2.0,11.84,3.32,20.96,22.22,6.5,True
Carrick Felix,2013.0,2013,33.0,SF-SG,1.95,91.9,2.06,262.89,81.28,97.79,15.0,11.16,3.25,21.59,24.13,3.3,True
Kenny Satterfield,,2001,,PG,1.85,79.83,1.94,248.92,72.39,83.82,3.0,12.05,3.2,,,6.7,False
Eric Chenowith,2001.0,2001,42.0,C,2.16,119.75,2.24,281.94,59.69,69.85,6.0,12.5,3.59,,,12.9,True
Al Horford,2007.0,2007,3.0,PF,2.03,111.58,2.15,271.78,78.74,90.17,20.0,12.15,3.37,,,9.1,True
Gordon Hayward,2010.0,2010,9.0,SF,2.0,95.71,2.03,261.62,77.47,87.63,10.0,11.73,3.22,21.59,23.5,6.9,True
Josh Selby,2011.0,2011,49.0,SG-PG,1.87,88.27,1.96,248.92,74.93,106.68,5.0,11.13,3.2,21.59,22.86,7.9,True
Tristan Thompson,2011.0,2011,4.0,PF,2.02,103.15,2.17,275.59,76.2,88.9,9.0,10.92,3.26,22.22,23.5,6.2,True
Carl Landry,2007.0,2007,31.0,PF,2.01,112.49,2.11,260.35,80.01,92.71,21.0,11.35,3.29,,,7.5,True
Kris Wilkes,,2018,,SF,1.99,92.99,2.09,262.89,71.12,90.17,1.0,11.29,3.24,22.22,23.5,5.15,False
Michael Gbinije,2016.0,2016,49.0,SG,1.97,92.8,2.02,256.54,85.09,95.25,,11.0,3.12,20.32,22.86,5.4,True
Jarrett Allen,2017.0,2017,22.0,C,2.06,105.96,2.27,278.13,80.01,90.17,4.0,11.82,3.21,24.13,26.67,7.4,True
Will Solomon,2001.0,2001,32.0,PG-SG,1.82,78.02,2.07,252.73,72.39,88.9,4.0,11.3,3.22,,,4.0,True
Ronald Dupree,,2003,,SF-SG,1.98,94.8,2.04,256.54,95.25,105.41,11.0,11.09,3.23,,,6.7,False
Jrue Holiday,2009.0,2009,17.0,PG-SG,1.91,90.26,2.01,255.27,72.39,86.36,6.0,10.64,3.21,,,6.3,True
Mike Dunleavy,2002.0,2002,3.0,SF,2.03,104.33,2.06,269.24,62.23,73.66,11.0,11.55,3.3,,,,True
Zhou Qi,2016.0,2016,43.0,PF-C,2.17,98.97,2.33,285.75,80.01,81.28,,11.27,3.46,23.5,24.13,4.85,True
Larry Nance,,2015,,PF,2.02,102.78,2.17,274.32,73.66,95.25,10.0,10.93,3.25,22.86,24.76,6.4,False
Darryl Watkins,,2007,,C,2.05,109.32,2.21,279.4,67.31,78.74,14.0,11.65,3.56,,,6.9,False
Tyler Honeycutt,2011.0,2011,35.0,SF,2.0,84.73,2.06,266.7,76.2,93.98,,11.68,3.07,21.59,24.13,5.3,True
Rawle Alkins,,2018,,SG,1.9,98.61,2.05,251.46,82.55,102.87,10.0,11.5,3.15,21.59,25.4,8.9,False
C.J. Fair,,2014,,SF,1.99,98.93,2.07,264.16,68.58,88.9,,11.0,3.32,22.86,22.86,5.05,False
Dylan Windler,2019.0,2019,26.0,SF,1.99,88.81,2.08,265.43,73.66,95.25,8.0,10.7,3.3,20.96,24.13,4.6,True
Josh Powell,,2003,,PF-SF,2.03,102.97,2.16,273.05,82.55,97.79,15.0,11.72,3.2,,,8.0,False
Dajuan Wagner,2002.0,2002,6.0,PG-SG,1.85,87.54,1.88,251.46,71.12,88.9,16.0,12.03,3.22,,,,True
Malik Newman,,2016,,SG,1.89,82.64,1.97,247.65,76.2,90.17,,10.88,3.28,20.96,23.5,5.6,False
Willie Warren,2010.0,2010,54.0,SG-PG,1.89,94.53,1.98,252.73,58.42,80.01,10.0,11.21,3.5,21.59,24.13,7.6,True
Reggie Bullock,2013.0,2013,25.0,SG-SF,1.97,90.63,2.05,259.08,78.74,92.71,11.0,11.33,3.31,21.59,22.86,6.95,True
Mike Muscala,2013.0,2013,44.0,C-PF,2.09,104.42,2.16,274.32,71.12,85.09,5.0,11.76,3.44,21.59,22.86,6.8,True
Marcin Gortat,2005.0,2005,57.0,PF-C,2.11,102.15,2.22,279.4,74.93,91.44,18.0,11.48,3.33,,,,True
Tyrone Brazelton,,2008,,PG,1.78,75.3,1.87,238.76,76.2,86.36,8.0,11.59,3.25,,,8.1,False
Mark Karcher,2000.0,2000,48.0,SG,1.93,98.88,2.03,260.35,69.85,77.47,12.0,11.51,3.4,,,,True
Tyler Ennis,2014.0,2014,18.0,PG,1.85,82.33,2.01,248.92,73.66,91.44,,11.12,3.3,20.96,22.22,6.2,True
Caleb Martin,,2018,,SF-SG,1.95,88.81,2.08,257.81,73.66,92.71,6.0,10.43,3.26,21.59,22.22,7.0,False
James Jones,2003.0,2003,49.0,SF,2.01,98.88,2.2,273.05,77.47,83.82,9.0,11.18,3.19,,,6.7,True
Rodney Stuckey,2007.0,2007,15.0,SG-PG,1.92,93.89,2.01,255.27,77.47,88.9,14.0,11.34,3.11,,,6.1,True
Chinanu Onuaku,2016.0,2016,37.0,C,2.06,111.22,2.2,275.59,69.85,85.09,,11.65,3.5,22.86,20.32,8.55,True
Hakim Warrick,2005.0,2005,19.0,PF-SF,2.01,97.52,2.18,274.32,83.82,96.52,11.0,,3.22,,,,True
DeAnthony Melton,2018.0,2018,46.0,SG-PG,1.89,87.63,2.04,252.73,78.74,92.71,1.0,11.48,3.23,21.59,24.13,5.2,True
